url,AC,Alignment,CHA,Challenge Rating,CON,DEX,HP,INT,Languages,Passive Perception,Roll 0,Roll 1,Saving Throws,Senses,Size,Skills,Source,Speed,STR,Type,WIS,Spell Book,Immunities,Roll 2,Roll 3,Condition Immunities,Roll 4,Resistances,Vulnerabilities,Hit Dice,Legendary Roll 0
https://roll20.net/compendium/dnd5e/Monsters:Bone%20Devil#h-Bone%20Devil,19 (Natural Armor),Lawful Evil,16,12,18,16,142 (15d10+60),13,"Infernal, Telepathy 120 Ft.",9,"Claw
1d20 + 8
1d8+4","Claw
1d20 + 8
1d8+4","Int +5, Wis +6, Cha +7",Darkvision 120 Ft.,Large,"Deception +7, Insight +6",SRD 5.0,"40 ft., fly 40 ft.",18,Fiend (Devil),14,NA,"Fire, Poison","Sting
1d20 + 8
2d8+4","Sting
1d20 + 8
2d8+4",Poisoned,NA,"Cold; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons That Aren't Silvered",NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Brass%20Dragon%20Wyrmling#h-Brass%20Dragon%20Wyrmling,16 (Natural Armor),Chaotic Good,13,1,13,10,16 (3d8+3),10,Draconic,14,"Bite
1d20 + 4
1d10+2","Fire Breath
1d20 + 0
4d6","Dex +2, Con +3, Wis +2, Cha +3","Blindsight 10 Ft., Darkvision 60 Ft.",Medium,"Perception +4, Stealth +2",SRD 5.0,"30 ft., Burrow 15 ft., fly 60 ft.",15,Dragon,11,NA,Fire,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Bronze%20Dragon%20Wyrmling#h-Bronze%20Dragon%20Wyrmling,17 (Natural Armor),Lawful Good,15,2,15,10,32 (5d8+10),12,Draconic,14,"Bite
1d20 + 5
1d10+3","Lightning Breath
1d20 + 0
3d10","Dex +2, Con +4, Wis +2, Cha +4","Blindsight 10 Ft., Darkvision 60 Ft.",Medium,"Perception +4, Stealth +2",SRD 5.0,"30 ft., fly 60 ft., swim 30 ft.",17,Dragon,11,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Brown%20Bear#h-Brown%20Bear,11 (Natural Armor),Unaligned,7,1,16,10,34 (4d10+12),2,NA,13,"Bite
1d20 + 5
1d8+4","Claws
1d20 + 5
2d6+4",NA,NA,Large,Perception +3,SRD 5.0,"40 ft., climb 30 ft.",19,Beast,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Bugbear#h-Bugbear,"16 (Hide Armor, Shield)",Chaotic Evil,9,1,13,14,27 (5d8+5),8,"Common, Goblin",10,"Morningstar
1d20 + 4
2d8+2","Melee
1d20 + 4
2d6+2",NA,Darkvision 60 Ft.,Medium,"Stealth +6, Survival +2",SRD 5.0,30 ft.,15,Humanoid (Goblinoid),11,NA,NA,"Ranged
1d20 + 4
1d6+2",NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Bulette#h-Bulette,17 (Natural Armor),Unaligned,5,5,21,11,94 (9d10+45),2,NA,16,"Bite
1d20 + 7
4d12+4",NA,NA,"Darkvision 60 Ft., Tremorsense 60 Ft.",Large,Perception +6,SRD 5.0,"40 ft., Burrow 40 ft.",19,Monstrosity,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Camel#h-Camel,9,Unaligned,5,1/8,14,8,15 (2d10+4),2,NA,9,"Bite
1d20 + 5
1d4",NA,NA,NA,Large,NA,SRD 5.0,50 ft.,16,Beast,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Cat#h-Cat,12,Unaligned,7,0,10,15,2 (1d4),3,NA,13,"Claws
1d20 + 0
1",NA,NA,NA,Tiny,"Perception +3, Stealth +4",SRD 5.0,"40 ft., climb 30 ft.",3,Beast,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Centaur#h-Centaur,12,Neutral Good,11,2,14,14,45 (6d10+12),9,"Elvish, Sylvan",13,"1d20 + 6
1d10+4","1d20 + 6
2d6+4",NA,NA,Large,"Athletics +6, Perception +3, Survival +3",SRD 5.0,50 ft.,18,Monstrosity,13,NA,NA,"1d20 + 4
1d8+2",NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Chain%20Devil#h-Chain%20Devil,16 (Natural Armor),Lawful Evil,14,11,18,15,85 (10d8+40),11,"Infernal, Telepathy 120 Ft.",8,"Chain
1d20 + 8
2d6+4",NA,"Con +7, Wis +4, Cha +5",Darkvision 120 Ft.,Medium,NA,SRD 5.0,30 ft.,18,Fiend (Devil),12,NA,"Fire, Poison",NA,NA,Poisoned,NA,"Cold; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons That Aren't Silvered",NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Chimera#h-Chimera,14 (Natural Armor),Chaotic Evil,10,6,19,11,114 (12d10+48),3,Understands Draconic But Can't Speak,18,"1d20 + 7
2d6+4","1d20 + 7
1d12+4",NA,Darkvision 60 Ft.,Large,Perception +8,SRD 5.0,"30 ft., fly 60 ft.",19,Monstrosity,14,NA,NA,"1d20 + 7
2d6+4","1d20 + 0
7d8",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Chuul#h-Chuul,16 (Natural Armor),Chaotic Evil,5,4,16,10,93 (11d10+33),5,Understands Deep Speech But Can't Speak,14,"Pincer
1d20 + 6
2d6+4",NA,NA,Darkvision 60 Ft.,Large,Perception +4,SRD 5.0,"30 ft., swim 30 ft.",19,Aberration,11,NA,Poison,NA,NA,Poisoned,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Clay%20Golem#h-Clay%20Golem,14 (Natural Armor),Unaligned,1,9,18,9,133 (14d10+56),3,Understands The Languages Of Its Creator But Can't Speak,9,"Slam
1d20 + 8
2d10+5",NA,NA,Darkvision 60 Ft.,Large,NA,SRD 5.0,20 ft.,20,Construct,8,NA,"Acid, Poison, Psychic; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons That Aren't Adamantine",NA,NA,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned",NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Cloaker#h-Cloaker,14 (Natural Armor),Chaotic Neutral,14,8,12,15,78 (12d10+12),13,"Deep Speech, Undercommon",11,"Bite
1d20 + 6
2d6+3","Tail
1d20 + 6
1d8+3",NA,Darkvision 60 Ft.,Large,Stealth +5,SRD 5.0,"10 ft., fly 40 ft.",17,Aberration,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Cloud%20Giant#h-Cloud%20Giant,14 (Natural Armor),Neutral Good (50%) Or Neutral Evil (50%),16,9,22,10,200 (16d12+96),12,"Common, Giant",17,"Morningstar
1d20 + 12
3d8+8","Rock
1d20 + 12
4d10+8","Con +10, Wis +7, Cha +7",NA,Huge,"Insight +7, Perception +7",SRD 5.0,40 ft.,27,Giant,16,"Detect Magic, Fog Cloud, Light, Feather Fall, Fly, Misty Step, Telekinesis, Control Weather, Gaseous Form",NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Cockatrice#h-Cockatrice,11,Unaligned,5,1/2,12,12,27 (6d6+6),2,NA,11,"1d20 + 3
1d4+1",NA,NA,Darkvision 60 Ft.,Small,NA,SRD 5.0,"20 ft., fly 40 ft.",6,Monstrosity,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Commoner#h-Commoner,10,Any Alignment,10,0,10,10,4 (1d8),10,Any One Language (Usually Common),10,"1d20 + 2
1d4",NA,NA,NA,Medium,NA,SRD 5.0,30 ft.,10,Humanoid (Any Race),10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Constrictor%20Snake#h-Constrictor%20Snake,12,Unaligned,3,1/4,12,14,13 (2d10+2),1,NA,10,"Bite
1d20 + 4
1d6+2","Constrict
1d20 + 4
1d8+2",NA,Blindsight 10 Ft.,Large,NA,SRD 5.0,"30 ft., swim 30 ft.",15,Beast,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Copper%20Dragon%20Wyrmling#h-Copper%20Dragon%20Wyrmling,16 (Natural Armor),Chaotic Good,13,1,13,12,22 (4d8+4),14,Draconic,14,"Bite
1d20 + 4
1d10+2","Acid Breath
1d20 + 0
4d8","Dex +3, Con +3, Wis +2, Cha +3","Blindsight 10 Ft., Darkvision 60 Ft.",Medium,"Perception +4, Stealth +3",SRD 5.0,"30 ft., climb 30 ft., fly 60 ft.",15,Dragon,11,NA,Acid,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Couatl#h-Couatl,19 (Natural Armor),Lawful Good,18,4,17,20,97 (13d8+39),18,"All, Telepathy 120 Ft.",15,"Bite
1d20 + 8
1d6+5","Constrict
1d20 + 6
2d6+3","Con +5, Wis +7, Cha +6",Truesight 120 Ft.,Medium,NA,SRD 5.0,"30 ft., fly 90 ft.",16,Celestial,20,"Detect Evil and Good, Detect Magic, Detect Thoughts, Bless, Create Food and Water, Cure Wounds, Lesser Restoration, Protection from Poison, Sanctuary, Shield, Dream, Greater Restoration, Scrying","Psychic; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons",NA,NA,NA,NA,Radiant,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Crab#h-Crab,11 (Natural Armor),Unaligned,2,0,10,11,2 (1d4),1,NA,9,"Claw
1d20 + 0
1",NA,NA,Blindsight 30 Ft.,Tiny,Stealth +2,SRD 5.0,"20 ft., swim 20 ft.",2,Beast,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Crocodile#h-Crocodile,12 (Natural Armor),Unaligned,5,1/2,13,10,19 (3d10+3),2,NA,10,"Bite
1d20 + 4
1d10+2",NA,NA,NA,Large,Stealth +2,SRD 5.0,"20 ft., swim 20 ft.",15,Beast,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Cult%20Fanatic#h-Cult%20Fanatic,13 (Leather Armor),Any Non-good Alignment,14,2,12,14,22 (6d8+6),10,Any One Language (Usually Common),11,"Dagger
1d20 + 4
1d4+2",NA,NA,NA,Medium,"Deception +4, Persuasion +4, Religion +2",SRD 5.0,30 ft.,11,Humanoid (Any Race),13,"Light, Sacred Flame, Thaumaturgy, Command, Inflict Wounds, Shield of Faith, Hold Person, Spiritual Weapon",NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Cultist#h-Cultist,12 (Leather Armor),Any Non-good Alignment,10,1/8,10,12,9 (2d8),10,Any One Language (Usually Common),10,"1d20 + 3
1d6+1",NA,NA,NA,Medium,"Deception +2, Religion +2",SRD 5.0,30 ft.,11,Humanoid (Any Race),11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Darkmantle#h-Darkmantle,11,Unaligned,5,1/2,13,12,22 (5d6+5),2,NA,10,"Crush
1d20 + 5
1d6+3",NA,NA,Blindsight 60 Ft.,Small,Stealth +3,SRD 5.0,"10 ft., fly 30 ft.",16,Monstrosity,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Death%20Dog#h-Death%20Dog,12,Neutral Evil,6,1,14,14,39 (6d8+12),3,NA,15,"1d20 + 4
1d6+2",NA,NA,Darkvision 120 Ft.,Medium,"Perception +5, Stealth +4",SRD 5.0,40 ft.,15,Monstrosity,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Deep%20Gnome%20%28Svirfneblin%29#h-Deep%20Gnome%20%28Svirfneblin%29,15 (chain shirt),Neutral Good,9,1/2,14,14,16 (3d6 + 6),12,"Gnomish, Terran, Undercommon",12,"1d20 + 4
1d8+2","1d20 + 4
1d4+2",NA,Darkvision 120 ft.,Small,"Investigation +3, Perception +2, Stealth +4",NA,20 ft.,15,Humanoid (gnome),10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Deer#h-Deer,13,Unaligned,5,0,11,16,4 (1d8),2,NA,12,"Bite
1d20 + 2
1d4",NA,NA,NA,Medium,NA,SRD 5.0,50 ft.,11,Beast,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Deva#h-Deva,17 (Natural Armor),Lawful Good,20,10,18,18,136 (16d8+64),17,"All, Telepathy 120 Ft.",19,"Mace
1d20 + 8
1d6+4+4d8",NA,"Wis +9, Cha +9",Darkvision 120 Ft.,Medium,"Insight +9, Perception +9",SRD 5.0,"30 ft., fly 90 ft.",18,Celestial,20,"Detect Evil and Good, Commune, Raise Dead",NA,NA,NA,"Charmed, Exhaustion, Frightened",NA,"Radiant; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons",NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Dire%20Wolf#h-Dire%20Wolf,14 (Natural Armor),Unaligned,7,1,15,15,37 (5d10+10),3,NA,13,"Bite
1d20 + 5
2d6+3",NA,NA,NA,Large,"Perception +3, Stealth +4",SRD 5.0,50 ft.,17,Beast,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Diseased%20Giant%20Rat#h-Diseased%20Giant%20Rat,12,Unaligned,4,1/8,11,15,7,2,NA,10,"1d20+4
1d4+2",NA,NA,Darkvision 60 ft.,Small,NA,SRD 5.0,30 ft.,7,Beast,10,NA,NA,NA,NA,NA,NA,NA,NA,2d6,NA
https://roll20.net/compendium/dnd5e/Monsters:Djinni#h-Djinni,17 (Natural Armor),Chaotic Good,20,11,22,15,161 (14d10+84),15,Auran,13,"Scimitar
1d20 + 9
2d6+5+1d6",NA,"Dex +6, Wis +7, Cha +9",Darkvision 120 Ft.,Large,NA,SRD 5.0,"30 ft., fly 90 ft.",21,Elemental,16,"Detect Evil and Good, Detect Magic, Thunderwave, Create Food and Water, Tongues, Wind Walk, Conjure Elemental, Creation, Gaseous Form, Invisibility, Major Image, Plane Shift","Lightning, Thunder",NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Doppelganger#h-Doppelganger,14,Unaligned,14,3,14,18,52 (8d8+16),11,Common,11,"1d20 + 6
1d6+4",NA,NA,Darkvision 60 Ft.,Medium,"Deception +6, Insight +3",SRD 5.0,30 ft.,11,Monstrosity (Shapechanger),12,NA,Charmed,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Draft%20Horse#h-Draft%20Horse,10,Unaligned,7,1/4,12,10,19 (3d10+3),2,NA,10,"Hooves
1d20 + 6
2d4+4",NA,NA,NA,Large,NA,SRD 5.0,40 ft.,18,Beast,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Dragon%20Turtle#h-Dragon%20Turtle,20 (Natural Armor),Neutral,12,17,20,10,341 (22d20+10),10,"Aquan, Draconic",11,"Bite
1d20 + 13
3d12+7","Claw
1d20 + 13
2d8+7","Dex +6, Con +11, Wis +7",Darkvision 120 Ft.,Gargantuan,NA,SRD 5.0,"20 ft., swim 40 ft.",25,Dragon,12,NA,NA,"Tail
1d20 + 13
3d12+7","Steam Breath
1d20 + 0
15d6",NA,NA,Fire,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Dretch#h-Dretch,11 (Natural Armor),Chaotic Evil,3,1/4,12,11,18 (4d6+4),5,"Abyssal, Telepathy 60 Ft. (Works Only With Creatures That Understand Abyssal)",9,"Bite
1d20 + 2
1d6","Claws
1d20 + 2
2d4",NA,Darkvision 60 Ft.,Small,NA,SRD 5.0,20 ft.,11,Fiend (Demon),8,NA,Poison,NA,NA,Poisoned,NA,"Cold, Fire, Lightning",NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Drider#h-Drider,19 (Natural Armor),Chaotic Evil,12,6,18,16,123 (13d10+52),13,"Elvish, Undercommon",15,"Bite
1d20 + 6
1d4+2d8","One Handed
1d20 + 6
1d8+3",NA,Darkvision 120 Ft.,Large,"Perception +5, Stealth +9",SRD 5.0,"30 ft., climb 30 ft.",16,Monstrosity,14,"Dancing Lights, Darkness, Faerie Fire",NA,"Two Handed
1d20 + 6
1d10+3","Longbow
1d20 + 6
1d8+3",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Drow#h-Drow,15 (Chain Shirt),Neutral Evil,12,1/4,10,14,13 (3d8),11,"Elvish, Undercommon",12,"Shortsword
1d20 + 4
1d6+2","Hand Crossbow
1d20 + 4
1d6+2",NA,Darkvision 120 Ft.,Medium,"Perception +2, Stealth +4",SRD 5.0,30 ft.,10,Humanoid (Elf),11,"Dancing Lights, Darkness, Faerie Fire",NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Druid#h-Druid,11 (16 With Barkskin),Any Alignment,11,2,13,12,27 (5d8+5),12,Druidic Plus Any Two Languages,14,"Quarterstaff
1d20 + 2
1d6","Shillelagh
1d20 + 6
1d8+2",NA,NA,Medium,"Medicine +4, Nature +3, Perception +4",SRD 5.0,30 ft.,10,Humanoid (Any Race),15,"Druidcraft, Produce Flame, Shillelagh, Entangle, Longstrider, Speak with Animals, Thunderwave, Animal Messenger, Barkskin",NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Dryad#h-Dryad,11 (16 With Barkskin),Neutral,18,1,11,12,22 (5d8),14,"Elvish, Sylvan",14,"Club
1d20 + 2
1d4",NA,NA,Darkvision 60 Ft.,Medium,"Perception +4, Stealth +5",SRD 5.0,30 ft.,10,Fey,15,"Druidcraft, Entangle, Goodberry, Barkskin, Pass without Trace, Shillelagh",NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Duergar#h-Duergar,"16 (Scale Mail, Shield)",Lawful Evil,9,1,14,11,26 (4d8+4),11,"Dwarvish, Undercommon",10,"War Pick
1d20 + 4
1d8+2","Enlarged
1d20 + 4
2d8+2",NA,Darkvision 120 Ft.,Medium,NA,SRD 5.0,25 ft.,14,Humanoid (Dwarf),10,NA,NA,"Javelin
1d20 + 4
1d6+2","Enlarged
1d20 + 4
2d6+2",NA,NA,Poison,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Dust%20Mephit#h-Dust%20Mephit,12,Neutral Evil,10,1/2,10,14,17 (5d6),9,"Auran, Terran",12,"Claws
1d20 + 4
1d4+2",NA,NA,Darkvision 60 Ft.,Small,"Perception +2, Stealth +4",SRD 5.0,"30 ft., fly 30 ft.",5,Elemental,11,Sleep,Poison,NA,NA,Poisoned,NA,NA,Fire,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Eagle#h-Eagle,12,Unaligned,7,0,10,15,3 (1d6),2,NA,14,"Talons
1d20 + 4
1d4+2",NA,NA,NA,Small,Perception +4,SRD 5.0,"10 ft., fly 60 ft.",6,Beast,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Earth%20Elemental#h-Earth%20Elemental,17 (Natural Armor),Neutral,5,5,20,8,126 (12d10+60),5,Terran,10,"Slam
1d20 + 8
2d8+5",NA,NA,"Darkvision 60 Ft., Tremorsense 60 Ft.",Large,NA,SRD 5.0,"30 ft., Burrow 30 ft.",20,Elemental,10,NA,Poison,NA,NA,"Exhaustion, Paralyzed, Petrified, Poisoned, Unconscious",NA,"Bludgeoning, Piercing, And Slashing From Nonmagical Weapons",Thunder,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Efreeti#h-Efreeti,17 (Natural Armor),Lawful Evil,16,11,24,12,200 (16d10+112),16,Ignan,12,"Scimitar
1d20 + 10
2d6+6+2d6","Flame
1d20 + 7
5d6","Int +7, Wis +6, Cha +7",Darkvision 120 Ft.,Large,NA,SRD 5.0,"40 ft., fly 60 ft.",22,Elemental,15,"Detect Magic, Enlarge/reduce, Tongues, Conjure Elemental, Gaseous Form, Invisibility, Major Image, Plane Shift, Wall of Fire",Fire,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Elephant#h-Elephant,12 (Natural Armor),Unaligned,6,4,17,9,76 (8d12+24),3,NA,10,"Gore
1d20 + 8
3d8+6","Stomp
1d20 + 8
3d10+6",NA,NA,Huge,NA,SRD 5.0,40 ft.,22,Beast,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Elk#h-Elk,10,Unaligned,6,1/4,12,10,13 (2d10+2),2,NA,10,NA,NA,NA,NA,Large,NA,SRD 5.0,50 ft.,16,Beast,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Erinyes#h-Erinyes,18 (Plate),Lawful Evil,18,12,18,16,153 (18d8+72),14,"Infernal, Telepathy 120 Ft.",12,"One Handed
1d20 + 8
1d8+4+3d8","Two Handed
1d20 + 8
1d10+4+3d8","Dex +7, Con +8, Wis +6, Cha +8",Truesight 120 Ft.,Medium,NA,SRD 5.0,"30 ft., fly 60 ft.",18,Fiend (Devil),14,NA,"Fire, Poison","Longbow
1d20 + 7
1d8+3+3d8",NA,Poisoned,NA,"Cold; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons That Aren't Silvered",NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ettercap#h-Ettercap,13 (Natural Armor),Neutral Evil,8,2,13,15,44 (8d8+8),7,NA,13,"1d20 + 4
1d8+2","1d20 + 4
2d4+2",NA,Darkvision 60 Ft.,Medium,"Perception +3, Stealth +4, Survival +3",SRD 5.0,"30 ft., climb 30 ft.",14,Monstrosity,12,NA,NA,"Garrote
1d20 + 4
1d4+2",NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ettin#h-Ettin,12 (Natural Armor),Chaotic Evil,8,4,17,8,85 (10d10+30),6,"Giant, Orc",14,"Battleaxe
1d20 + 7
2d8+5","Morningstar
1d20 + 7
2d8+5",NA,Darkvision 60 Ft.,Large,Perception +4,SRD 5.0,40 ft.,21,Giant,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Fire%20Elemental#h-Fire%20Elemental,13,Neutral,7,5,16,17,102 (12d10+36),6,Ignan,10,"Touch
1d20 + 6
2d6+3",NA,NA,Darkvision 60 Ft.,Large,NA,SRD 5.0,50 ft.,10,Elemental,10,NA,"Fire, Poison",NA,NA,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",NA,"Bludgeoning, Piercing, And Slashing From Nonmagical Weapons",NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Fire%20Giant#h-Fire%20Giant,18 (Plate),Lawful Evil,13,9,23,9,162 (13d12+78),10,Giant,16,"1d20 + 11
6d6+7","1d20 + 11
4d10+7","Dex +3, Con +10, Cha +5",NA,Huge,"Athletics +11, Perception +6",SRD 5.0,30 ft.,25,Giant,14,NA,Fire,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Flesh%20Golem#h-Flesh%20Golem,9,Neutral,5,5,18,9,93 (11d8+44),6,Understands The Languages Of Its Creator But Can't Speak,10,"1d20 + 7
2d8+4",NA,NA,Darkvision 60 Ft.,Medium,NA,SRD 5.0,30 ft.,19,Construct,10,NA,"Lightning, Poison; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons That Aren't Adamantine",NA,NA,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned",NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Flying%20Snake#h-Flying%20Snake,14,Unaligned,5,1/8,11,18,5 (2d4),2,NA,11,"Bite
1d20 + 6
1",NA,NA,Blindsight 10 Ft.,Tiny,NA,SRD 5.0,"30 ft., fly 60 ft., swim 30 ft.",4,Beast,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Flying%20Sword#h-Flying%20Sword,17 (Natural Armor),Unaligned,1,1/4,11,15,17 (5d6),1,NA,7,"1d20 + 3
1d8+1",NA,Dex +4,Blindsight 60 Ft. (Blind Beyond This Radius),Small,NA,SRD 5.0,"0 ft., fly 50 ft. It can hover.",12,Construct,5,NA,"Poison, Psychic",NA,NA,"Blinded, Charmed, Deafened, Frightened, Paralyzed, Petrified, Poisoned",NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Frog#h-Frog,11,Unaligned,3,0,8,13,1 (1d4-1),1,NA,11,NA,NA,NA,Darkvision 30 Ft.,Tiny,"Perception +1, Stealth +3",SRD 5.0,"20 ft., swim 20 ft.",1,Beast,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Frost%20Giant#h-Frost%20Giant,15 (Patchwork Armor),Neutral Evil,12,8,21,9,138 (12d12+60),9,Giant,13,"1d20 + 9
3d12+6","1d20 + 9
4d10+6","Con +8, Wis +3, Cha +4",NA,Huge,"Athletics +9, Perception +3",SRD 5.0,40 ft.,23,Giant,10,NA,Cold,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Gargoyle#h-Gargoyle,15 (Natural Armor),Chaotic Evil,7,2,16,11,52 (7d8+21),6,Terran,10,"Bite
1d20 + 4
1d6+2","Claws
1d20 + 4
1d6+2",NA,Darkvision 60 Ft.,Medium,NA,SRD 5.0,"30 ft., fly 60 ft.",15,Elemental,11,NA,Poison,NA,NA,"Exhaustion, Petrified, Poisoned",NA,"Bludgeoning, Piercing, And Slashing From Nonmagical Weapons That Aren't Adamantine",NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Gelatinous%20Cube#h-Gelatinous%20Cube,6,Unaligned,1,2,20,3,84 (8d10+40),1,NA,8,"Pseudopod
1d20 + 4
3d6",NA,NA,Blindsight 60 Ft. (Blind Beyond This Radius),Large,NA,SRD 5.0,15 ft.,14,Ooze,6,NA,NA,NA,NA,"Blinded, Charmed, Deafened, Exhaustion, Frightened, Prone",NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ghast#h-Ghast,13,Chaotic Evil,8,2,10,17,36 (8d8),11,Common,10,"Bite
1d20 + 3
2d8+3","Claws
1d20 + 5
2d6+3",NA,Darkvision 60 Ft.,Medium,NA,SRD 5.0,30 ft.,16,Undead,10,NA,Necrotic,NA,NA,Poisoned,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ghost#h-Ghost,11,Any Alignment,17,4,10,13,45 (10d8),10,Any Languages It Knew In Life,11,"1d20 + 5
4d6+3",NA,NA,Darkvision 60 Ft.,Medium,NA,SRD 5.0,"0 ft., fly 40 ft. It can hover.",7,Undead,12,NA,"Cold, Necrotic, Poison",NA,NA,"Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained",NA,"Acid, Fire, Lightning, Thunder; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons",NA,NA,NA
